cpu,case,family,dtype,atol,rtol,max_diff,max_tolerance_fraction,status
cortex-m55,maximum_float_tail_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,maximum_float_tail_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,minimum_float_batch_broadcast_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,minimum_float_batch_broadcast_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,minimum_float_batch_scalar_left_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,minimum_float_batch_scalar_left_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,minimum_float_channel_broadcast_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,minimum_float_channel_broadcast_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,minimum_float_channel_scalar_left_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,minimum_float_channel_scalar_left_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,minimum_float_default_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,minimum_float_default_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,minimum_float_row_scalar_left_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,minimum_float_row_scalar_left_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,minimum_float_scalar_broadcast_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,minimum_float_scalar_broadcast_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,minimum_float_scalar_left_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,minimum_float_scalar_left_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,minimum_float_tail_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,minimum_float_tail_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,mul_float_channel_broadcast_f16,BasicMathFunctions,FP16,0.001,0.001,4.76837158e-07,0.000476,PASS
cortex-m55,mul_float_channel_broadcast_f32,BasicMathFunctions,FP32,5e-05,2e-05,5.96046448e-07,0.011183,PASS
cortex-m55,mul_float_default_f16,BasicMathFunctions,FP16,0.001,0.001,4.76837158e-07,0.000476,PASS
cortex-m55,mul_float_default_f32,BasicMathFunctions,FP32,5e-05,2e-05,9.53674316e-07,0.017145,PASS
cortex-m55,mul_float_scalar_broadcast_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,mul_float_scalar_broadcast_f32,BasicMathFunctions,FP32,5e-05,2e-05,7.15255737e-07,0.013465,PASS
cortex-m55,mul_float_tail_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,mul_float_tail_f32,BasicMathFunctions,FP32,5e-05,2e-05,6.10947609e-07,0.011814,PASS
cortex-m55,nn_activation_float_hardswish_f16,ActivationFunctions,FP16,0.001,0.001,0.000244140625,0.182083,PASS
cortex-m55,nn_activation_float_hardswish_f32,ActivationFunctions,FP32,5e-05,2e-05,5.81145287e-07,0.010723,PASS
cortex-m55,nn_activation_float_hardswish_tail_f16,ActivationFunctions,FP16,0.001,0.001,0.000244140625,0.182083,PASS
cortex-m55,nn_activation_float_hardswish_tail_f32,ActivationFunctions,FP32,5e-05,2e-05,5.81145287e-07,0.010723,PASS
cortex-m55,nn_activation_float_leaky_relu_f16,ActivationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,nn_activation_float_leaky_relu_f32,ActivationFunctions,FP32,5e-05,2e-05,5.01051545e-07,0.009957,PASS
cortex-m55,nn_activation_float_leaky_relu_tail_f16,ActivationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,nn_activation_float_leaky_relu_tail_f32,ActivationFunctions,FP32,5e-05,2e-05,5.06639481e-07,0.009809,PASS
cortex-m55,nn_activation_float_none_f16,ActivationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,nn_activation_float_none_f32,ActivationFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,nn_activation_float_relu6_f16,ActivationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,nn_activation_float_relu6_f32,ActivationFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,nn_activation_float_relu6_tail_f16,ActivationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,nn_activation_float_relu6_tail_f32,ActivationFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,nn_activation_float_relu_f16,ActivationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,nn_activation_float_relu_f32,ActivationFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,nn_activation_float_relu_tail_f16,ActivationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,nn_activation_float_relu_tail_f32,ActivationFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,nn_activation_float_sigmoid_f16,ActivationFunctions,FP16,0.001,0.001,0.000244140625,0.173491,PASS
cortex-m55,nn_activation_float_sigmoid_f32,ActivationFunctions,FP32,5e-05,2e-05,7.15255737e-07,0.011334,PASS
cortex-m55,nn_activation_float_sigmoid_tail_f16,ActivationFunctions,FP16,0.001,0.001,0.000244140625,0.173491,PASS
cortex-m55,nn_activation_float_sigmoid_tail_f32,ActivationFunctions,FP32,5e-05,2e-05,7.15255737e-07,0.011334,PASS
cortex-m55,nn_activation_float_sigmoid_wide_f16,ActivationFunctions,FP16,0.001,0.001,0.00048828125,0.247036,PASS
cortex-m55,nn_activation_float_sigmoid_wide_f32,ActivationFunctions,FP32,5e-05,2e-05,5.36441803e-07,0.009016,PASS
cortex-m55,nn_activation_float_sigmoid_wide_tail_f16,ActivationFunctions,FP16,0.001,0.001,0.00048828125,0.247036,PASS
cortex-m55,nn_activation_float_sigmoid_wide_tail_f32,ActivationFunctions,FP32,5e-05,2e-05,5.36441803e-07,0.009016,PASS
cortex-m55,nn_activation_float_tanh_f16,ActivationFunctions,FP16,0.001,0.02,0.0,0.0,PASS
cortex-m55,nn_activation_float_tanh_f32,ActivationFunctions,FP32,5e-05,2e-05,2.09212303e-05,0.346705,PASS
cortex-m55,nn_activation_float_tanh_lutband_f32,ActivationFunctions,FP32,2e-05,0.0,1.19805336e-05,0.599027,PASS
cortex-m55,nn_activation_float_tanh_lutband_neg_f32,ActivationFunctions,FP32,2e-05,0.0,1.19805336e-05,0.599027,PASS
cortex-m55,nn_activation_float_tanh_lutedge_f32,ActivationFunctions,FP32,2e-06,0.0,5.36441803e-07,0.268221,PASS
cortex-m55,nn_activation_float_tanh_lutedge_neg_f32,ActivationFunctions,FP32,2e-06,0.0,4.76837158e-07,0.238419,PASS
cortex-m55,nn_activation_float_tanh_tail_f16,ActivationFunctions,FP16,0.001,0.02,0.0,0.0,PASS
cortex-m55,nn_activation_float_tanh_tail_f32,ActivationFunctions,FP32,5e-05,2e-05,2.09212303e-05,0.346705,PASS
cortex-m55,nn_activation_float_tanh_wide_f16,ActivationFunctions,FP16,0.001,0.035,0.0,0.0,PASS
cortex-m55,nn_activation_float_tanh_wide_f32,ActivationFunctions,FP32,5e-05,2e-05,2.18749046e-05,0.374798,PASS
cortex-m55,nn_activation_float_tanh_wide_tail_f16,ActivationFunctions,FP16,0.001,0.035,0.0,0.0,PASS
cortex-m55,nn_activation_float_tanh_wide_tail_f32,ActivationFunctions,FP32,5e-05,2e-05,2.18749046e-05,0.374798,PASS
cortex-m55,pad_float_all_dims_f16,PadFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,pad_float_all_dims_f32,PadFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,pad_float_asymmetric_hw_f16,PadFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,pad_float_asymmetric_hw_f32,PadFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,pad_float_batch_only_f16,PadFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,pad_float_batch_only_f32,PadFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,pad_float_channel_pad_f16,PadFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,pad_float_channel_pad_f32,PadFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,pad_float_default_f16,PadFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,pad_float_default_f32,PadFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,prelu_float_broadcast_hw_f16,ActivationFunctions,FP16,0.001,0.001,9.53674316e-07,0.000953,PASS
cortex-m55,prelu_float_broadcast_hw_f32,ActivationFunctions,FP32,5e-05,2e-05,6.2584877e-07,0.011669,PASS
cortex-m55,prelu_float_full_alpha_f16,ActivationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,prelu_float_full_alpha_f32,ActivationFunctions,FP32,5e-05,2e-05,5.11761755e-07,0.010228,PASS
cortex-m55,prelu_float_per_channel_f16,ActivationFunctions,FP16,0.001,0.001,9.53674316e-07,0.000952,PASS
cortex-m55,prelu_float_per_channel_f32,ActivationFunctions,FP32,5e-05,2e-05,4.991889e-07,0.009896,PASS
cortex-m55,prelu_float_scalar_alpha_f16,ActivationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,prelu_float_scalar_alpha_f32,ActivationFunctions,FP32,5e-05,2e-05,5.06639481e-07,0.009978,PASS
cortex-m55,quantize_float_f32_s16_vec33,QuantizationFunctions,S16,,,,,PASS
cortex-m55,quantize_float_f32_s8_vec17,QuantizationFunctions,S8,,,,,PASS
cortex-m55,reduce_sum_float_axis_c_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,reduce_sum_float_axis_c_f32,BasicMathFunctions,FP32,5e-05,2e-05,1.07288361e-06,0.01951,PASS
cortex-m55,reduce_sum_float_axis_h_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,reduce_sum_float_axis_h_f32,BasicMathFunctions,FP32,5e-05,2e-05,1.07288361e-06,0.018682,PASS
cortex-m55,reduce_sum_float_axis_hw_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,reduce_sum_float_axis_hw_f32,BasicMathFunctions,FP32,5e-05,2e-05,4.76837158e-06,0.053902,PASS
cortex-m55,reduce_sum_float_axis_hwc_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,reduce_sum_float_axis_hwc_f32,BasicMathFunctions,FP32,5e-05,2e-05,2.57492065e-05,0.072571,PASS
cortex-m55,reshape_float_default_f16,ReshapeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,reshape_float_default_f32,ReshapeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,reshape_float_flatten_f16,ReshapeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,reshape_float_flatten_f32,ReshapeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,reshape_float_identity_f16,ReshapeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,reshape_float_identity_f32,ReshapeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,reshape_float_rank3_f16,ReshapeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,reshape_float_rank3_f32,ReshapeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,reshape_float_zero_size_f16,ReshapeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,reshape_float_zero_size_f32,ReshapeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,softmax_float_default_f16,SoftmaxFunctions,FP16,0.001,0.001,0.000244140625,0.199025,PASS
cortex-m55,softmax_float_default_f32,SoftmaxFunctions,FP32,5e-05,2e-05,5.66244125e-07,0.009715,PASS
cortex-m55,softmax_float_row_size_1_f16,SoftmaxFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,softmax_float_row_size_1_f32,SoftmaxFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,softmax_float_row_size_2_f16,SoftmaxFunctions,FP16,0.001,0.001,0.000244140625,0.179501,PASS
cortex-m55,softmax_float_row_size_2_f32,SoftmaxFunctions,FP32,5e-05,2e-05,1.1920929e-07,0.002084,PASS
cortex-m55,softmax_float_vector4_f16,SoftmaxFunctions,FP16,0.001,0.001,0.000244140625,0.204876,PASS
cortex-m55,softmax_float_vector4_f32,SoftmaxFunctions,FP32,5e-05,2e-05,5.96046448e-07,0.010514,PASS
cortex-m55,softmax_float_vector8_f16,SoftmaxFunctions,FP16,0.001,0.001,0.000122070312,0.108448,PASS
cortex-m55,softmax_float_vector8_f32,SoftmaxFunctions,FP32,5e-05,2e-05,5.51342964e-07,0.010338,PASS
cortex-m55,softmax_float_wide_tail_f16,SoftmaxFunctions,FP16,0.001,0.001,0.000122070312,0.110828,PASS
cortex-m55,softmax_float_wide_tail_f32,SoftmaxFunctions,FP32,5e-05,2e-05,4.991889e-07,0.009549,PASS
cortex-m55,split_float_channels_pairs_f16,ConcatenationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,split_float_height_triple_f16,ConcatenationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,split_float_v_channels_mixed_f16,ConcatenationFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,strided_slice_float_batch_slice_f16,StridedSliceFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,strided_slice_float_batch_slice_f32,StridedSliceFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,strided_slice_float_crop_width_f16,StridedSliceFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,strided_slice_float_crop_width_f32,StridedSliceFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,strided_slice_float_general_neg_stride_f16,StridedSliceFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,strided_slice_float_general_neg_stride_f32,StridedSliceFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,strided_slice_float_stride2_f16,StridedSliceFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,strided_slice_float_stride2_f32,StridedSliceFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,strided_slice_float_whole_slab_f16,StridedSliceFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,strided_slice_float_whole_slab_f32,StridedSliceFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,sub_float_default_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,sub_float_default_f32,BasicMathFunctions,FP32,5e-05,2e-05,1.07288361e-06,0.019783,PASS
cortex-m55,sub_float_odd_block_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,sub_float_odd_block_f32,BasicMathFunctions,FP32,5e-05,2e-05,1.07288361e-06,0.019811,PASS
cortex-m55,sub_float_tail_f16,BasicMathFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,sub_float_tail_f32,BasicMathFunctions,FP32,5e-05,2e-05,1.01327896e-06,0.019658,PASS
cortex-m55,svdf_float_default_f16,SVDFunctions,FP16,0.001,0.001,0.00048828125,0.335909,PASS
cortex-m55,svdf_float_default_f32,SVDFunctions,FP32,5e-05,2e-05,1.78813934e-07,0.002753,PASS
cortex-m55,svdf_float_no_bias_f16,SVDFunctions,FP16,0.001,0.001,0.00048828125,0.301296,PASS
cortex-m55,svdf_float_no_bias_f32,SVDFunctions,FP32,5e-05,2e-05,8.34465027e-07,0.013816,PASS
cortex-m55,svdf_float_rank2_f16,SVDFunctions,FP16,0.001,0.001,0.00048828125,0.361664,PASS
cortex-m55,svdf_float_rank2_f32,SVDFunctions,FP32,5e-05,2e-05,8.97794962e-07,0.017565,PASS
cortex-m55,transpose_conv_float_default_f16,ConvolutionFunctions,FP16,0.001,0.001,0.00048828125,0.373762,PASS
cortex-m55,transpose_conv_float_default_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.43051147e-06,0.026896,PASS
cortex-m55,transpose_conv_float_no_bias_f16,ConvolutionFunctions,FP16,0.001,0.001,0.00048828125,0.312695,PASS
cortex-m55,transpose_conv_float_no_bias_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.07288361e-06,0.017439,PASS
cortex-m55,transpose_conv_float_stride1_f16,ConvolutionFunctions,FP16,0.001,0.001,0.0009765625,0.701723,PASS
cortex-m55,transpose_conv_float_stride1_f32,ConvolutionFunctions,FP32,5e-05,2e-05,2.2649765e-06,0.042904,PASS
cortex-m55,transpose_conv_float_valid_f16,ConvolutionFunctions,FP16,0.001,0.001,0.00048828125,0.373762,PASS
cortex-m55,transpose_conv_float_valid_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.43051147e-06,0.026896,PASS
cortex-m55,transpose_conv_float_wrapper_f16,ConvolutionFunctions,FP16,0.001,0.001,0.00048828125,0.373762,PASS
cortex-m55,transpose_conv_float_wrapper_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.43051147e-06,0.026896,PASS
cortex-m55,transpose_float_default_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_default_f32,TransposeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,transpose_float_identity_rank4_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_identity_rank4_f32,TransposeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,transpose_float_perm_0312_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_perm_0312_f32,TransposeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,transpose_float_rank2_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_rank2_f32,TransposeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,transpose_float_rank2_mve_gather_stride_overflow_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_rank2_mve_gather_tail_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_rank2_mve_gather_tail_f32,TransposeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,transpose_float_rank3_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_rank3_f32,TransposeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,transpose_float_singleton_copy_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_singleton_copy_f32,TransposeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,transpose_float_spatial_swap_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_spatial_swap_f32,TransposeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m55,transpose_float_swap_last2_4d_f16,TransposeFunctions,FP16,0.001,0.001,0.0,0.0,PASS
cortex-m55,transpose_float_swap_last2_4d_f32,TransposeFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,abs_float_default_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,abs_float_tail_f32,BasicMathFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,add_float_channel_broadcast_f32,BasicMathFunctions,FP32,5e-05,2e-05,1.07288361e-06,0.020366,PASS
cortex-m4,add_float_default_f32,BasicMathFunctions,FP32,5e-05,2e-05,1.07288361e-06,0.019741,PASS
cortex-m4,add_float_scalar_broadcast_f32,BasicMathFunctions,FP32,5e-05,2e-05,1.07288361e-06,0.020429,PASS
cortex-m4,add_float_tail_f32,BasicMathFunctions,FP32,5e-05,2e-05,9.53674316e-07,0.014555,PASS
cortex-m4,avg_pool_float_1d_k2s2_f32,PoolingFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,avg_pool_float_default_f32,PoolingFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,avg_pool_float_nhwc_alias_f32,PoolingFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,avg_pool_float_rect_kernel_f32,PoolingFunctions,FP32,5e-05,2e-05,4.76837158e-07,0.005364,PASS
cortex-m4,avg_pool_float_valid_stride1_f32,PoolingFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,batch_matmul_float_adj_x_adj_y_f32,FullyConnectedFunctions,FP32,5e-05,2e-05,1.24424696e-06,0.024043,PASS
cortex-m4,batch_matmul_float_adj_x_f32,FullyConnectedFunctions,FP32,5e-05,2e-05,1.16229057e-06,0.021416,PASS
cortex-m4,batch_matmul_float_adj_y_f32,FullyConnectedFunctions,FP32,5e-05,2e-05,8.04662704e-07,0.014076,PASS
cortex-m4,batch_matmul_float_batched_adj_x_f32,FullyConnectedFunctions,FP32,5e-05,2e-05,9.53674316e-07,0.016337,PASS
cortex-m4,batch_matmul_float_batched_adj_y_f32,FullyConnectedFunctions,FP32,5e-05,2e-05,7.30156898e-07,0.0141,PASS
cortex-m4,batch_matmul_float_batched_f32,FullyConnectedFunctions,FP32,5e-05,2e-05,8.83825123e-07,0.017574,PASS
cortex-m4,batch_matmul_float_default_f32,FullyConnectedFunctions,FP32,5e-05,2e-05,4.76837158e-07,0.007413,PASS
cortex-m4,batch_matmul_float_tail9_f32,FullyConnectedFunctions,FP32,5e-05,2e-05,2.02655792e-06,0.030558,PASS
cortex-m4,batch_matmul_float_vector8_f32,FullyConnectedFunctions,FP32,5e-05,2e-05,1.60932541e-06,0.025933,PASS
cortex-m4,batch_norm_8_channel_f32,NNSupportFunctions,FP32,5e-05,2e-05,1.1920929e-06,0.02106,PASS
cortex-m4,batch_norm_9_channel_f32,NNSupportFunctions,FP32,5e-05,2e-05,7.74860382e-07,0.013706,PASS
cortex-m4,batch_norm_default_f32,NNSupportFunctions,FP32,5e-05,2e-05,1.07288361e-06,0.018759,PASS
cortex-m4,batch_norm_single_channel_f32,NNSupportFunctions,FP32,5e-05,2e-05,7.4505806e-09,0.000145,PASS
cortex-m4,concatenation_axis_w_f32,ConcatenationFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,concatenation_axis_x_f32,ConcatenationFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,concatenation_axis_y_f32,ConcatenationFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,concatenation_axis_z_f32,ConcatenationFunctions,FP32,5e-05,2e-05,0.0,0.0,PASS
cortex-m4,convolve_float_1d_k3_packed_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.70618296e-06,0.032825,PASS
cortex-m4,convolve_float_1d_k3_packed_no_bias_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.78813934e-06,0.033817,PASS
cortex-m4,convolve_float_1d_k5_packed_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.90734863e-06,0.030966,PASS
cortex-m4,convolve_float_1x1_patch_gemm_packed_f32,ConvolutionFunctions,FP32,5e-05,2e-05,2.14576721e-06,0.035816,PASS
cortex-m4,convolve_float_1x1_patch_gemm_packed_no_bias_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.96695328e-06,0.036967,PASS
cortex-m4,convolve_float_1x1_same_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.54972076e-06,0.026672,PASS
cortex-m4,convolve_float_1x1_standard_large_f32,ConvolutionFunctions,FP32,5e-05,2e-05,2.2649765e-06,0.037172,PASS
cortex-m4,convolve_float_1x1_valid_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.54972076e-06,0.026672,PASS
cortex-m4,convolve_float_1xn_direct_k3_valid_oc4_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.4603138e-06,0.027405,PASS
cortex-m4,convolve_float_1xn_direct_k3_valid_tail_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.2665987e-06,0.023649,PASS
cortex-m4,convolve_float_1xn_direct_k4_valid_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.37090683e-06,0.024862,PASS
cortex-m4,convolve_float_1xn_direct_k4_valid_no_bias_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.37090683e-06,0.025992,PASS
cortex-m4,convolve_float_1xn_direct_k5_valid_oc4_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.75833702e-06,0.032773,PASS
cortex-m4,convolve_float_1xn_direct_k5_valid_tail_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.16974115e-06,0.022612,PASS
cortex-m4,convolve_float_1xn_generic_k4_same_stride2_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.20699406e-06,0.0227,PASS
cortex-m4,convolve_float_1xn_generic_k4_valid_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.37090683e-06,0.024862,PASS
cortex-m4,convolve_float_1xn_k5_valid_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.54972076e-06,0.027416,PASS
cortex-m4,convolve_float_1xn_valid_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.69873238e-06,0.033269,PASS
cortex-m4,convolve_float_default_f32,ConvolutionFunctions,FP32,5e-05,2e-05,2.05636024e-06,0.037717,PASS
cortex-m4,convolve_float_dilated_valid_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.7285347e-06,0.030832,PASS
cortex-m4,convolve_float_patch_gemm_f32,ConvolutionFunctions,FP32,5e-05,2e-05,3.51667404e-06,0.061619,PASS
cortex-m4,convolve_float_stride2_valid_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.90734863e-06,0.035595,PASS
cortex-m4,convolve_float_wrapper_f32,ConvolutionFunctions,FP32,5e-05,2e-05,2.05636024e-06,0.037717,PASS
cortex-m4,depthwise_conv_float_1d_chmult1_f32,ConvolutionFunctions,FP32,5e-05,2e-05,9.68575478e-07,0.019159,PASS
cortex-m4,depthwise_conv_float_1d_k3_no_bias_f32,ConvolutionFunctions,FP32,5e-05,2e-05,8.49366188e-07,0.016166,PASS
cortex-m4,depthwise_conv_float_3x3_valid_stride1_f32,ConvolutionFunctions,FP32,5e-05,2e-05,2.2649765e-06,0.032479,PASS
cortex-m4,depthwise_conv_float_default_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.90734863e-06,0.025966,PASS
cortex-m4,depthwise_conv_float_depth_multiplier2_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.16229057e-06,0.021938,PASS
cortex-m4,depthwise_conv_float_dilated_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.92224979e-06,0.035863,PASS
cortex-m4,depthwise_conv_float_fast_kc_no_scratch_f32,ConvolutionFunctions,FP32,5e-05,2e-05,1.37090683e-06,0.022016,PASS
